epic_number,Period_1,Period_2,amp_ratio_21,k2_teff,k2_rad,k2_mass,abs_magnitude,lc_amplitude,p2p_98,p2p_mean,stddev,kurtosis,skew,iqr,mad,max_binned_p2p,mean_binned_p2p,RRab_dist,EA_dist,EB_dist,GDOR_DSCUT_dist,template_dist,class,probability
210737134,0.504473045,0.5441985020000001,1.0787464412494032,6644.0,1.98,1.47,3.764162759840804,4627.636239169515,358.8459621388813,0.16078957815799672,621.7735434482305,0.5674044037250021,0.3987930987318959,822.5565253678651,613.4219013825567,0.14065107570974056,0.0007438999436637098,17.464249196572982,21.93171219946131,18.867962264113206,3.6055512754639887,0.18045536031157208,GDOR,0.973002
210516060,0.464971535,0.421902357,0.9073724416269912,6482.0,1.98,1.46,3.6276421840489697,20152.846952689,1998.6510164596168,-1.077668395416877,3197.5734630113234,0.15895532841995852,0.559257251939037,4306.923806951381,3184.89450048217,0.1065915223987618,6.700293651883634e-05,20.8806130178211,18.439088914585774,19.104973174542803,4.0,0.17303034617282487,GDOR,0.7284689999999999
211088258,11.12128014,10.53658403,0.9474254669750636,5586.0,1.76,1.1,3.059735555144103,2077.834661868983,64.80807449507523,0.2570065030549565,485.5395535708169,-1.0263590648854044,-0.055794397681624114,816.2458645797889,613.5202982222094,0.08392133327649079,0.0001334825532416388,21.54065922853801,16.97056274847714,17.691806012954128,6.0,0.16244091673502736,OTHPER,0.987605
210388603,0.7737311440000001,20.0,25.84877208975318,6022.0,1.61,1.14,4.066467607376204,58109.93972154753,6352.761881793051,5.0561032988537615,11258.194788831963,-0.4039444735902449,-0.4907889086809836,16934.138515680796,11766.993414963315,0.10927914102111004,0.0005585887411820004,24.413111231467404,13.41640786499874,14.31782106327635,16.0,0.7014119593170067,GDOR,0.677113
210974869,0.072458381,0.04705044,0.6493443456872159,7780.0,1.84,1.73,2.3222054023672296,4449.688283488737,1837.3674104959048,-0.33673486004247866,567.9240823561519,-0.15116880612093594,-0.0022359733550356728,778.4215450290358,576.1621662537956,0.3404991029408698,0.002941761702428308,23.60084744241189,12.529964086141668,15.231546211727816,16.031219541881402,0.4040586052461732,DSCUT,0.950275
210835735,0.429829248,0.143277472,0.33333579012287223,6938.0,1.61,1.45,2.620885356798661,367803.14885372476,112856.25908698527,19.946595707327184,84157.18689398773,0.3760401934655446,-1.0984840883485192,92562.35310082928,69267.9793762407,0.13132270849846545,6.57985651486722e-05,17.11724276862369,10.44030650891055,5.830951894845301,26.1725046566048,0.4843934569722445,EB,0.950038
210405918,18.3938494,19.51317428,1.0608532154231949,3619.0,0.3,0.31,9.90284382159644,36.021473113055436,11.579976083657947,0.0006099453826838262,4.835112492463238,0.2749943653513105,0.2188250154584808,6.3372699235146674,4.685287714611079,0.690430868151289,0.008164182337961817,10.816653826391967,14.035668847618199,21.2602916254693,13.601470508735444,2.1073573897794144,Noise,0.950151
210320059,16.67238347,12.91265237,0.7744934845839412,4010.0,0.48,0.54,7.572422399892349,379.05827931992826,43.73644574506557,0.0035703742848627834,68.51968171442269,-0.5308738573917502,0.19361885633294168,96.47559981617088,70.97574337493468,0.2470099653724593,0.002225543032603312,22.803508501982762,15.231546211727816,12.529964086141668,12.16552506059644,0.6714030334560613,EA,0.606434
210437941,0.35063305100000003,0.116874126,0.3333231869234141,5266.0,9.13,0.9,5.551393656572786,63279.06793893017,29443.3568937454,-14.6013609526765,15476.441313122916,1.2462962046370183,-1.455571327851167,15589.88516987607,10592.686957698255,,,,,,,,EB,0.984419
210945762,0.051344715,0.048729272,0.9490611058996044,6713.0,1.64,1.39,3.279837710575132,1464.1441945900442,710.2601341154751,-0.011347329846561578,221.11296737861068,-0.19635410827007105,-0.017857149563847416,305.8830932941055,226.95870600329442,0.1992590220569616,0.0013053175074016082,17.4928556845359,13.038404810405295,21.095023109728988,8.602325267042627,0.254298300406261,DSCUT,0.950013
210755194,0.560169864,0.35391615200000004,0.6318014851295178,,,,,32.547822821858595,10.072685933949572,0.002760112166704509,4.0515103352520985,0.6673351898545099,0.3738884145061465,5.248457555202295,3.9383442469063508,0.2338004148310019,0.0028247512306896925,2.23606797749979,19.924858845171286,21.02379604162864,18.027756377319946,0.7421948918668033,RRab,0.66409
211083408,0.795254444,0.122979079,0.15464117167511232,4736.0,9.81,1.01,7.417899041912173,483113.9112483721,7551.7763456381945,0.21294286171894308,25970.21268718785,135.43900804797877,-10.603099002825534,11254.127042466893,8023.783226041891,0.4423289020318367,0.0053898840218892345,16.15549442140351,14.866068747318506,5.0990195135927845,22.02271554554524,3.310510999255784,EA,0.603835
210763843,15.39192304,16.33270241,1.0611216264241403,3468.0,0.21,0.21,10.716527395445166,31.91685969879655,11.368739838592319,0.002019144370335271,4.113788848570445,0.6233036204000264,0.3046875594081114,5.330837168692142,3.9879061895475982,0.5164254128278986,0.005276974410226761,20.5182845286832,18.681541692269406,8.602325267042627,14.31782106327635,3.0690206716580715,Noise,0.937223
211087248,4.366698508,4.151849189,0.9507982246527016,6262.0,1.89,1.35,1.6857363358997564,3981.129341722465,401.5355161176616,-0.4226886873581546,611.8033269927978,-0.377285724318122,-0.20526241065325448,864.5801367731766,622.0813804015803,0.07553736679855283,0.0005995355909273022,21.213203435596427,17.720045146669353,9.433981132056603,13.92838827718412,0.7115609042667026,EA,0.6799189999999999
